Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,15355.049805,16150.599609,15298.000000,15663.500000,15663.500000,151100
2020-03-09,15333.549805,15371.000000,11624.849609,13539.099609,13539.099609,170400
2020-03-16,12963.700195,13078.650391,10991.250000,12363.450195,12363.450195,258000
2020-03-23,11328.250000,12949.599609,11108.650391,12569.099609,12569.099609,234000
2020-03-30,12152.950195,12930.799805,11621.200195,11680.049805,11680.049805,161100
2020-04-06,12147.000000,12897.500000,12132.299805,12728.549805,12728.549805,115900
2020-04-13,12698.849609,12992.049805,12205.900391,12649.250000,12649.250000,192300
2020-04-20,12812.599609,13199.750000,12322.950195,12816.200195,12816.200195,176400
2020-04-27,12957.349609,14212.099609,12928.049805,14108.400391,14108.400391,177800
2020-05-04,13646.099609,13700.250000,13262.250000,13403.599609,13403.599609,172500
2020-05-11,13521.599609,13960.349609,13108.400391,13196.349609,13196.349609,159100
2020-05-18,13278.250000,13902.799805,13109.950195,13842.650391,13842.650391,157900
2020-05-25,13860.849609,14080.549805,13488.099609,14010.500000,14010.500000,196900
2020-06-01,14155.650391,14732.849609,14140.849609,14627.450195,14627.450195,202500
2020-06-08,14824.750000,14990.250000,14123.549805,14402.750000,14402.750000,197300
2020-06-15,14444.250000,14667.400391,14238.049805,14499.799805,14499.799805,0
2020-06-22,14537.799805,15086.000000,14320.700195,14994.650391,14994.650391,224000
2020-06-29,14874.200195,15336.849609,14692.450195,15285.900391,15285.900391,142200
2020-07-06,15351.700195,15806.849609,15351.700195,15565.200195,15565.200195,166100
2020-07-13,15643.099609,17491.150391,15611.849609,16821.349609,16821.349609,559300
2020-07-20,16880.349609,17514.050781,16849.150391,17286.000000,17286.000000,274600
2020-07-27,17323.000000,18353.500000,17290.550781,18071.849609,18071.849609,296400
2020-08-03,18099.400391,18222.800781,17716.400391,18004.150391,18004.150391,144600
2020-08-10,18090.250000,18344.050781,17900.000000,18022.650391,18022.650391,156700
2020-08-17,18136.650391,18375.150391,18047.949219,18065.300781,18065.300781,39300
2020-08-24,18092.550781,18305.550781,17914.500000,18122.000000,18122.000000,0
2020-08-31,18163.250000,18497.949219,17775.650391,18073.949219,18073.949219,0
2020-09-07,18093.050781,18740.849609,17962.349609,18633.250000,18633.250000,28400
2020-09-14,18804.849609,20067.699219,18799.550781,19827.099609,19827.099609,0
2020-09-21,19855.550781,20331.599609,18914.699219,19629.349609,19629.349609,0
2020-09-28,19774.750000,20196.050781,19463.650391,20110.400391,20110.400391,0
2020-10-05,20375.900391,22169.300781,20341.449219,21837.650391,21837.650391,0
2020-10-12,21990.849609,22619.000000,21247.550781,21538.150391,21538.150391,0
2020-10-19,21683.800781,21892.300781,21290.449219,21523.599609,21523.599609,0
2020-10-26,21493.300781,21595.800781,20548.300781,20916.849609,20916.849609,0
2020-11-02,20964.150391,21596.000000,20669.349609,21492.300781,21492.300781,0
2020-11-09,21751.650391,21926.900391,20862.699219,21436.849609,21436.849609,0
2020-11-16,21704.050781,21706.199219,21070.250000,21409.250000,21409.250000,0
2020-11-23,21551.849609,22281.849609,21432.650391,21764.900391,21764.900391,36600
2020-11-30,21921.099609,22458.800781,21814.400391,22309.800781,22309.800781,0
2020-12-07,22333.300781,22901.750000,22271.000000,22664.000000,22664.000000,0
2020-12-14,22786.000000,23416.500000,22487.300781,23256.599609,23256.599609,60400
2020-12-21,23233.500000,24228.800781,22458.150391,24009.250000,24009.250000,0
2020-12-28,24065.400391,24424.199219,24037.800781,24251.349609,24251.349609,0
2021-01-04,24612.050781,26227.500000,24508.949219,26162.400391,26162.400391,0
2021-01-11,26703.199219,27176.500000,26245.099609,26362.800781,26362.800781,0
2021-01-18,26395.599609,26872.949219,25830.400391,26489.750000,26489.750000,96000
2021-01-25,26607.650391,26685.800781,24559.650391,24645.750000,24645.750000,0
2021-02-01,24709.250000,25949.699219,24308.900391,25331.599609,25331.599609,74000
2021-02-08,25588.500000,26455.050781,25415.949219,26093.800781,26093.800781,0
2021-02-15,26243.099609,26279.300781,25234.699219,25503.199219,25503.199219,0
2021-02-22,25579.750000,25617.349609,24212.800781,24301.449219,24301.449219,54200
2021-03-01,24494.650391,25981.349609,24451.449219,25229.599609,25229.599609,0
2021-03-08,25368.199219,26298.000000,25095.349609,25888.250000,25888.250000,0
2021-03-15,25859.150391,26657.099609,25012.500000,25562.750000,25562.750000,0
2021-03-22,25649.050781,26315.800781,25131.400391,25385.099609,25385.099609,0
2021-03-29,25531.099609,26306.650391,25429.199219,25980.400391,25980.400391,44200
2021-04-05,26035.500000,27520.099609,25978.949219,27367.050781,27367.050781,0
2021-04-12,27504.400391,27524.599609,25293.300781,26324.900391,26324.900391,0
2021-04-19,26012.400391,26524.650391,25531.949219,25609.099609,25609.099609,64600
2021-04-26,25633.099609,26162.199219,25521.199219,25664.449219,25664.449219,0
2021-05-03,25544.849609,26454.099609,25398.949219,26269.449219,26269.449219,53800
2021-05-10,26340.599609,26390.800781,25461.949219,25588.199219,25588.199219,0
2021-05-17,25650.449219,26262.699219,25499.449219,26105.300781,26105.300781,0
2021-05-24,26150.599609,27350.250000,26095.400391,27122.800781,27122.800781,0
2021-05-31,27144.099609,27254.150391,26737.150391,26996.750000,26996.750000,0
2021-06-07,27078.400391,28347.500000,26997.800781,28217.500000,28217.500000,0
2021-06-14,28371.900391,28934.050781,28134.650391,28445.599609,28445.599609,0
2021-06-21,28224.099609,29284.000000,28083.750000,29210.550781,29210.550781,0
2021-06-28,29259.599609,29311.550781,28704.000000,29007.949219,29007.949219,32300
2021-07-05,29117.449219,29185.599609,28381.300781,28662.199219,28662.199219,0
2021-07-12,28837.050781,29835.900391,28381.900391,29400.250000,29400.250000,0
2021-07-19,29248.300781,30059.699219,28992.000000,29894.300781,29894.300781,0
2021-07-26,29886.199219,30818.550781,29510.349609,30480.050781,30480.050781,0
2021-08-02,30681.949219,31560.199219,30547.000000,31303.300781,31303.300781,0
2021-08-09,31523.500000,32821.898438,31324.750000,32678.800781,32678.800781,112400
2021-08-16,32671.750000,33840.449219,32438.250000,33351.351563,33351.351563,118200
2021-08-23,33582.148438,34399.851563,33567.351563,34309.800781,34309.800781,137700
2021-08-30,34338.750000,34997.699219,34027.500000,34891.199219,34891.199219,131900
2021-09-06,34992.050781,35581.550781,34515.449219,34802.300781,34802.300781,87700
2021-09-13,34688.300781,36310.750000,34573.699219,35646.500000,35646.500000,114200
2021-09-20,35462.398438,37823.148438,35332.851563,37103.250000,37103.250000,123900
2021-09-27,37335.898438,37345.050781,34719.800781,34780.601563,34780.601563,146500
2021-10-04,34923.800781,36703.550781,34778.250000,36402.000000,36402.000000,104700
2021-10-11,35494.398438,36412.449219,34512.800781,35744.851563,35744.851563,225300
2021-10-18,36012.000000,37491.851563,35098.199219,35394.648438,35394.648438,218800
2021-10-25,35467.101563,35699.851563,34288.550781,34408.750000,34408.750000,146000
2021-11-01,34677.300781,35525.750000,34654.949219,35334.250000,35334.250000,54600
2021-11-08,35606.000000,36378.050781,35141.300781,36332.300781,36332.300781,99000
2021-11-15,36391.101563,36835.949219,35867.300781,36007.000000,36007.000000,84200
2021-11-22,36097.000000,36097.000000,34512.601563,34606.148438,34606.148438,102900
2021-11-29,34382.398438,36518.800781,33953.898438,35848.050781,35848.050781,155500
2021-12-06,35835.449219,36131.949219,34756.601563,35939.601563,35939.601563,76500
2021-12-13,36104.351563,37013.250000,35536.148438,36647.898438,36647.898438,158900
2021-12-20,36411.851563,37822.148438,35559.300781,37727.800781,37727.800781,133400
2021-12-27,37722.898438,38897.601563,37431.000000,38701.050781,38701.050781,95600
2022-01-03,38752.601563,39446.699219,37757.199219,38139.851563,38139.851563,109300
2022-01-10,38596.750000,38902.800781,37991.300781,38826.851563,38826.851563,184400
2022-01-17,38764.648438,38993.250000,35836.648438,36054.601563,36054.601563,162700
2022-01-24,35934.199219,35969.851563,33251.699219,33851.949219,33851.949219,175900
2022-01-31,34519.300781,35845.300781,34440.300781,35080.101563,35080.101563,145400
2022-02-07,34898.000000,35379.851563,34189.648438,34379.050781,34379.050781,108800
2022-02-14,33857.398438,35209.699219,33666.250000,34483.101563,34483.101563,113900
2022-02-21,34372.000000,34692.351563,32438.250000,33476.949219,33476.949219,151700
2022-02-28,33180.351563,34504.851563,32858.750000,34177.699219,34177.699219,130900
2022-03-07,33524.601563,35931.148438,33499.351563,35348.699219,35348.699219,150100
2022-03-14,35347.949219,36246.449219,34996.550781,35643.601563,35643.601563,118400
2022-03-21,35829.199219,36710.500000,35299.101563,36152.300781,36152.300781,107800
2022-03-28,36108.500000,36663.199219,35669.601563,36343.398438,36343.398438,103000
2022-04-04,36347.550781,36813.101563,35219.648438,35394.449219,35394.449219,106000
2022-04-11,35429.648438,35443.800781,34204.101563,34354.800781,34354.800781,75000
2022-04-18,33174.550781,33366.148438,31569.349609,32426.699219,32426.699219,180600
2022-04-25,32103.199219,32212.900391,31276.150391,31622.400391,31622.400391,130400
2022-05-02,31377.349609,31470.150391,30278.849609,30719.449219,30719.449219,115000
2022-05-09,30490.949219,30934.449219,29497.250000,29624.849609,29624.849609,133900
2022-05-16,29680.650391,30823.150391,28193.599609,28789.400391,28789.400391,141200
2022-05-23,28861.349609,29308.250000,27423.800781,28641.599609,28641.599609,136200
2022-05-30,29084.099609,30559.000000,29069.000000,29903.800781,29903.800781,162900
2022-06-06,29750.699219,29972.849609,29022.750000,29114.300781,29114.300781,88600
2022-06-13,28419.849609,28443.849609,27067.449219,27136.449219,27136.449219,96600
